id,type,project,pillar,title,status,category,content_length,read_time_min,platform_target,scheduled_date,published_date,tags,created_at,updated_at,slug,grant_track,body_chars
bfe5167e-522b-4603-b26a-513b7cf60929,article,OTTO,Otto AI,The Machine Is Already Running,draft,,~775w,4,Paragraph.xyz,,,otto;ai;protocol;decentralized;intelligence;ecosystem;intro,2026-03-25,2026-03-25,,,3875
7b8062df-6e66-49af-a659-d022f979af07,article,OTTO_AI,Otto AI,Intelligence That Works for You,draft,,~1079w,5,Paragraph.xyz,,,otto;ai;ecosystem;intelligence;decentralized,2026-03-19,2026-03-19,,,5397
d64d67a4-aeac-40f3-8b1c-22853247cff2,article,OTTO_AI,Otto AI,Decentralized Intelligence Layer — Protocol Architecture Design,draft,,~7095w,35,Paragraph.xyz,,,architecture;design;capital;ai;technical,2026-03-17,2026-03-27,,,35479
ad2ded48-8147-469b-aaba-f5d1afccc0a5,article,OTTO_AI,Otto AI,Web3 Foundation Grant Proposal — Otto Polkadot Integration,draft,,~6750w,34,Paragraph.xyz;Polkadot Forum,,,grant;w3f;capital;proposal,2026-03-17,2026-03-27,,,33752
931a4c4a-de24-458b-9222-e832ec9ca13a,article,OTTO_AI,Otto AI,Distributed Otto Architecture — Compute Mesh & Streaming UI Design,draft,,~7945w,40,Paragraph.xyz,,,architecture;design;capital;distributed;technical,2026-03-17,2026-03-27,,,39728
7f9681d0-8e7f-4a19-a17d-6b24646ec994,article,OTTOLABS,Ottolabs Infrastructure,"First the Intelligence, Then the Iron",draft,,~821w,4,Paragraph.xyz,,,ottolabs;ai;services;webassist;hardware;intro,2026-03-25,2026-03-25,,,4106
5892656b-47b8-4735-b1e2-4796a43c3e23,article,OTTOLABS,Ottolabs Infrastructure,The Workshop Is the Revolution,draft,,~1002w,5,Paragraph.xyz,,,ottolabs;hardware;production;infrastructure,2026-03-19,2026-03-19,,,5011
d7274076-cc1a-4123-ac1e-142ae8fc32e4,article,OTTO-MARKET,Commerce,The Market That Belongs to Its Merchants,draft,,~699w,3,Paragraph.xyz,,,otto-market;commerce;decentralized;marketplace;ecosystem;intro;mission,2026-03-25,2026-03-25,,,3497
edcf8095-a00f-4ab3-b4f1-2f2e68cdf667,article,OTTO-MUSIC,Music & Culture,What the Algorithm Cannot Hear,draft,,~1054w,5,Paragraph.xyz,,,music;decentralization;culture;community;discovery,2026-03-25,2026-03-27,,,5271
5c6fd9eb-4854-4081-8c45-aac811009d8b,article,OTTO-TRAVEL,Travel & Community,The Hosts Who Govern the House,draft,,~833w,4,Paragraph.xyz,,,otto-travel;travel;community;tusita;governance;defi,2026-03-25,2026-03-25,,,4169
8495a219-494f-4fea-9a32-1d5cbbe1b4a9,article,PANIK,Panik Safety,When the Signal Is Gone,draft,,~1127w,6,Paragraph.xyz,,,panik;safety;guardian-network;505-systems;mesh;emergency;intro,2026-03-25,2026-03-25,,,5639
d6132803-511d-4b95-abc2-48ba6e720374,article,PANIK,Panik Safety,"When the Network Cuts, the Signal Remains",draft,,~852w,4,Paragraph.xyz,,,panik;ecosystem;intro;safety,2026-03-19,2026-03-19,,,4262
bc1746f7-223a-4835-8156-52e4d3593390,article,PIPI,PiPi Mascot,The Network That Has No Face,draft,,~1075w,5,Paragraph.xyz;Polkadot Forum,,,pipi;polkadot;mascot;culture;koink;multichain;article,2026-03-20,2026-03-20,,,5379
f92bf62b-d0ef-4d2d-9589-b3c9b92c7d8d,article,PIPI,PiPi Mascot,The Frequency,draft,,~905w,5,Paragraph.xyz,,,pipi;philosophy;koink,2026-03-15,2026-03-27,,,4529
929cba66-6f31-44e0-b87f-a4a45df6c2c6,article,PIPI,PiPi Mascot,Why the Pig,draft,,~956w,5,Paragraph.xyz,,,pipi;cultural;strategy,2026-03-15,2026-03-27,,,4783
5986f798-d9a6-4920-a425-eaf5bf43d5b6,article,PIPI,PiPi Mascot,The Three Lives of PiPi,draft,,~722w,4,Paragraph.xyz,,,pipi;mythology;origin,2026-03-15,2026-03-27,,,3611
088392e0-dc7f-4e75-8e59-59353e780882,article,PIPI,PiPi Mascot,PiPi: The First Meme,draft,,~886w,4,Paragraph.xyz,,,pipi;intro,2026-03-15,2026-03-27,,,4434
efb65920-4cb1-48f8-bb88-a435c3f0e8b0,article,SHAKRAH,Shakrah Wellness,What the Healer Carries,draft,,~946w,5,Paragraph.xyz,,,shakrah;wellness;practitioners;community;marketplace,2026-03-25,2026-03-25,,,4732
f8ab84ff-d2b9-4b1f-828f-09707425ec0d,article,SHAKRAH,Shakrah Wellness,What the Body Knows Before the Protocol Does,draft,,~1031w,5,Paragraph.xyz,,,shakrah;wellness;balance;community,2026-03-19,2026-03-19,,,5158
5e01b2cb-939a-420f-9487-628b67d837c2,article,SOS_SYSTEMS,Governance & SOS,The River Has No King,draft,,~1328w,7,Paragraph.xyz,,,governance;505-systems;sos-systems;manifesto;leadership;rotation;decentralization;philosophy,2026-03-27,2026-03-27,,,6640
2f9bddc5-de60-419d-b2a6-604c6415b7f5,article,SOS_SYSTEMS,Governance & SOS,505 Systems: The DAO Is Not a New Form of Corporation. It Is a New Form of Civilization.,draft,,~1695w,8,Paragraph.xyz,,,505-systems;sos-systems;governance;dpc;narrative-update;no-room,2026-03-27,2026-03-27,,,8477
1b6f0493-5024-4720-a10d-a013f83704c6,article,SOS_SYSTEMS,Governance & SOS,The Base or the Empire,draft,,~1181w,6,Paragraph.xyz,,,sos-systems;ai;infrastructure;governance;open-systems,2026-03-27,2026-03-27,,,5905
10393dcc-01b1-48fe-9916-8234f9d48722,article,SOS_SYSTEMS,Governance & SOS,Proof of Grit,draft,,~901w,5,Paragraph.xyz,,,505-systems;sos-systems;governance;dpc;dao;contribution,2026-03-25,2026-03-27,,,4509
131729c6-b7df-4fac-85db-03e2d3c4d8dc,article,SOS_SYSTEMS,Governance & SOS,The Answer Cannot Be Nobody,draft,,~1546w,8,Paragraph.xyz,,,sos-systems;505-systems;governance;dao;ecosystem;inception;solo-founder;ai-narrative,2026-03-23,2026-03-23,,,7734
5564986f-9ccf-4540-ad56-91a968173fb1,article,SOS_SYSTEMS,Governance & SOS,W3F Level 1 Grant Application — 505 Systems DPC Governance Pallet for Polkadot,draft,,~2457w,12,Paragraph.xyz;Polkadot Forum,,,polkadot;w3f;grant;505-systems;sos-systems;governance;dpc;substrate;opengov;level-1,2026-03-20,2026-03-20,,,12287
b99b2831-bcd8-4887-8be3-e0a667332d84,article,SOS_SYSTEMS,Governance & SOS,The Answer Cannot Be Nobody,draft,,~1626w,8,Paragraph.xyz,,,505-systems;governance;dao;ecosystem;inception,2026-03-19,2026-03-27,,,8134
8a2ae4bf-a253-4cfa-bdf0-fb4aa0e39e13,article,SOS_SYSTEMS,Governance & SOS,The DAO Is Not a Corporation. It Is a Constitution.,draft,,~1194w,6,Paragraph.xyz,,,sos-systems;governance;dao;protocol,2026-03-19,2026-03-19,,,5974
42a3bfae-a954-4aaf-96da-608a6502c5e8,article,SOS_SYSTEMS,Governance & SOS,SOS Systems: The Ladder Out,draft,,~857w,4,Paragraph.xyz,,,sos-systems;mission;education;refuge;dao;paragraph,2026-03-19,2026-03-19,,,4285
718002a0-0c56-47c2-a153-39b348417171,article,SOS_SYSTEMS,Governance & SOS,505 Systems: The DAO Is Not a New Form of Corporation. It Is a New Form of Civilization.,draft,,~1462w,7,Paragraph.xyz,,,sos-systems;intro,2026-03-15,2026-03-27,,,7312
3a0e28e4-e222-447e-a1ea-43c91a15b5c9,article,SOS_SYSTEMS,Governance & SOS,The Answer Cannot Be Nobody,ready,,~2014w,10,Paragraph.xyz,,,sos-systems;505-systems;governance;dao;ecosystem;inception;paragraph,2026-03-23,2026-03-27,,,10071
0f4c2724-5b68-45c7-b6ab-98066be76f92,article,TUSITA,Physical Community,The Home You Earn,draft,,~1198w,6,Paragraph.xyz,,,tusita;belonging;governance;community;civilization,2026-03-25,2026-03-25,,,5994
37b5f5f2-8868-4908-acfb-443f2e1f788c,article,TUSITA,Physical Community,A Place Built the Way the World Should Work,draft,,~1036w,5,Paragraph.xyz,,,tusita;ecosystem;community;architecture;physical,2026-03-19,2026-03-19,,,5184
2c60ca97-9546-48dc-9ade-c19dce3c4405,article,TUSITA,Physical Community,The Parallel Civilization,draft,,~1375w,7,Paragraph.xyz,,,tusita;architecture;civilization;governance;sacred-design;inception,2026-03-19,2026-03-19,,,6875
ac0e39b6-dc49-4fbd-9fb4-35ff6b60c34e,article,TUSITA,Physical Community,The Place You Can Actually Live,draft,,~996w,5,Paragraph.xyz,,,tusita;community;architecture;civilization,2026-03-19,2026-03-19,,,4981
8d15bb5a-e8ee-4008-baaf-fff232f32cd4,article,UNASSIGNED,General/Untagged,Otto Music: The Label That Belongs to the Artists,draft,,~901w,5,Paragraph.xyz,,,,2026-03-15,2026-03-15,,,4508
f513ea77-2483-4b8f-9a63-3be680ec6317,article,UNASSIGNED,General/Untagged,"Otto Devices: Hardware Built for Sovereignty, Not Surveillance",draft,,~1264w,6,Paragraph.xyz,,,,2026-03-15,2026-03-15,,,6323
15982c81-4de6-425c-b641-87903d0f8f88,article,UNASSIGNED,General/Untagged,Ottolabs: The Means of Production Belong to the Many,draft,,~1029w,5,Paragraph.xyz,,,,2026-03-15,2026-03-15,,,5149
9a7cc647-996c-421c-a466-0a5882079fa5,article,UNASSIGNED,General/Untagged,Tusita Islands & Resorts: Heaven on Earth Is Not a Metaphor,draft,,~1493w,7,Paragraph.xyz,,,tusita;ecosystem;intro,2026-03-15,2026-03-15,,,7467
b6b478a5-e502-4a4c-9eae-4241b6d46063,article,UNASSIGNED,General/Untagged,Shakrah: You Cannot Build a New World with Broken People,draft,,~1176w,6,Paragraph.xyz,,,,2026-03-15,2026-03-18,,,5883
42737aa2-eccf-40b3-9026-3d371c3fc4ce,article,WEBASSIST,WebAssist Products,The Brief Is Enough,draft,,~654w,3,Paragraph.xyz,,,webassist;ottolabs;services;small business,2026-03-25,2026-03-27,,,3270
49d89bcb-1e29-4b76-8efa-982c3804ae96,landing_copy,KOINK,Meme & Tokenomics,Koink.fun Landing Page — Content Rewrite v4.1,draft,,~1897w,9,Website,,,koink;landing-copy;rewrite;v4;review-applied,2026-03-26,2026-03-26,,,9487
601478fe-bb0a-49f8-b5d5-bcac33fb47cc,landing_copy,KOINK,Meme & Tokenomics,"PiPi Pump.fun Listing Assets — Name, Ticker, Description, Launch Tweet",draft,,~823w,4,Website,,,pipi;pumpfun;token-listing;launch;meme,2026-03-26,2026-03-26,,,4116
e215075e-d9e4-496a-86d1-be11c380ce54,landing_copy,KOINK,Meme & Tokenomics,Koink.fun Landing Page — Refreshed Copy v2,draft,,~215w,1,Website,,,koink;landing-page;copy-refresh,2026-03-22,2026-03-22,,,1076
70fbf60b-dc21-4244-9127-4e74acdb6daf,landing_copy,MY3YE,MY3YE Ecosystem,MY3YE Landing Page — Fresh Copy v2,draft,,~850w,4,Website,,,landing-page;hero;manifesto;cta;my3ye,2026-03-27,2026-03-27,,,4252
f79e2d82-6e01-4f96-94c0-fd9d37df6a8a,landing_copy,MY3YE,MY3YE Ecosystem,"The Decentralized Eye — my3ye.xyz Narrative Copy (v2, review-applied)",draft,,~1397w,7,Website,,,landing-page;decentralized-eye;narrative;hero;manifesto;homepage,2026-03-24,2026-03-24,,,6985
7d855655-9ae7-40c0-90e2-698c52940f2f,landing_copy,MY3YE,MY3YE Ecosystem,MY3YE x Polkadot — BD One-Pager,draft,,~710w,4,Website,,,polkadot;bd;one-pager;ecosystem;w3f;pitch,2026-03-20,2026-03-20,,,3554
b6a0daef-6f82-45fc-b066-b3a78cc53d3f,landing_copy,MY3YE,MY3YE Ecosystem,MY3YE Landing Page — Hero & Section Copy,draft,,~1196w,6,Website,,,landing-page;hero;my3ye;vision;ecosystem;cta,2026-03-19,2026-03-19,,,5984
628fe2b7-1443-405a-b31c-91b6fc5e15cd,landing_copy,MY3YE,MY3YE Ecosystem,MY3YE Landing Page Copy,draft,,~1227w,6,Website,,,my3ye;landing-page;copy;ecosystem,2026-03-19,2026-03-19,,,6136
72f77535-8afe-40cb-801a-da0d31628c49,note,KOINK,Meme & Tokenomics,PiPi Pump.fun Launch Kit — Token Description and Lore,draft,,~487w,,Internal/OMS,,,pipi;pump.fun;meme;token;launch;koink,2026-03-26,2026-03-26,,,2439
0a988832-f719-4dad-b8d2-fe83010cdab8,note,MY3YE,MY3YE Ecosystem,"EasyA Outreach Email v2 — Reframed (Review Feedback Applied, Placeholders Marked)",draft,,~762w,,Internal/OMS,,,easya;outreach;email;reframed,2026-03-21,2026-03-21,,,3813
8424f5a3-b661-490e-a637-a56bf5cede4e,note,SOS_SYSTEMS,Governance & SOS,Multi-Audience Review: The Answer Cannot Be Nobody (Inception Article),draft,,~693w,,Internal/OMS,,,,2026-03-23,2026-03-23,,,3468
c9142d6b-9271-4c52-9d90-ab79338aadfb,note,SOS_SYSTEMS,Governance & SOS,Cold Pitch — Friend to EasyA (get Mev a call),draft,,~204w,,Internal/OMS,,,easya;outreach;pitch;cold-pitch,2026-03-21,2026-03-21,,,1021
efdc80c7-15a9-4c5f-92e6-53ae4b6e1716,note,UNASSIGNED,General/Untagged,PiPi Pump.fun Launch Strategy,draft,,~0w,,Internal/OMS,,,pipi;pump.fun;launch-strategy;solana;meme-token,2026-03-26,2026-03-26,,,0
f8d672c3-279a-48c1-8a9d-30a0b4f11334,plan,CAPITAL,Capital & Funding,Gitcoin & Optimism RPGF — Grant Application Materials,draft,,~2656w,13,Internal/OMS,,,gitcoin;optimism;rpgf;grants;funding,2026-03-27,2026-03-27,,,13284
ea3d824a-fbc9-4e52-ab4a-63eaec8eb3b1,plan,CAPITAL,Capital & Funding,Funding Action Plan — MY3YE / Ottolabs (March 2026),ready,,~3055w,15,Internal/OMS,,,funding;capital;grants;vc;strategy,2026-03-27,2026-03-27,,,15279
10f2d39f-ccc9-47a8-ba3b-96e750f10c7b,plan,CAPITAL,Capital & Funding,Capital Strategy — MY3YE (March 2026),ready,,~4928w,25,Internal/OMS,,,capital;strategy;funding;planning,2026-03-27,2026-03-27,,,24643
144206dc-7a83-4b67-93ba-94f5b1f53341,plan,MEV,MEV,Mev Web3 Outbound Strategy — Job Search (2026-03-27),ready,,~2888w,14,Internal/OMS,,,mev;web3;job-search;outbound;strategy;engineering-lead,2026-03-27,2026-03-27,,,14443
1ad75edc-3d5d-479b-aadf-bc954c86f797,plan,MY3YE,MY3YE Ecosystem,Polkadot Social Content Stack — Full Thread and Post Library,draft,,~1377w,7,Internal/OMS,,,social;twitter;polkadot;oneon;pipi;505-systems;ecosystem;threads,2026-03-20,2026-03-20,,,6889
611df7d8-b236-44d0-badb-2aa7875ab9bd,plan,MY3YE,MY3YE Ecosystem,PiPi Social Plan — Multi-Meaning PI Narrative Update,draft,,~1095w,5,Internal/OMS,,,pipi;social-plan;PI-framework;koink;narrative,2026-03-20,2026-03-20,,,5475
d6b4e4c0-5339-483d-a67c-5208a75142fa,plan,MY3YE,MY3YE Ecosystem,Messaging Framework — Two Angles (Solo Founder + AI vs AI Empire) (2026-03-27),ready,,~2125w,11,Internal/OMS,,,messaging;framework;narrative;angles;solo-founder;ai;strategy,2026-03-27,2026-03-27,,,10626
acedf57b-f824-44b1-afa1-6ada05f8f216,plan,MY3YE,MY3YE Ecosystem,Twitter Web3 Inbound Strategy — Sharp Audience Lure (2026-03-27),ready,,~4083w,20,Internal/OMS,,,twitter;web3;inbound;strategy;content;audience;growth,2026-03-27,2026-03-27,,,20418
